Job_Titles,Company_Names,Salary,Job_Location,Job_Link,Joblist_Date
Data Analyst (Individual Consultant),Girl Effect,None,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/data-scientist-at-rapidbrains-3748866952?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=DjehdFRQitH6ib3pSUXb3g%3D%3D&position=12&pageNum=34&trk=public_jobs_jserp-result_search-card,2 days ago
Associate Principal,LTIMindtree,None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/provider-data-operations-freelancer-at-zocdoc-3755962089?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=tRhbuUlQX0oRC%2Be70JOoWA%3D%3D&position=13&pageNum=34&trk=public_jobs_jserp-result_search-card,6 days ago
"MIS, Analytics & Content Writer",Just Career Management Private Limited,None,"Delhi Cantonment, Delhi, India",https://in.linkedin.com/jobs/view/business-intelligence-developer-at-allucent-3740094605?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=BxnRXV0LGbOCHGdePP%2FU%2FQ%3D%3D&position=14&pageNum=34&trk=public_jobs_jserp-result_search-card,1 week ago
Business Analysis/ Business Systems Analysis - Hyperion,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/business-analyst-at-ethos-3723709279?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=tR8weiS%2Bs5J%2BlrF2UZ3UHQ%3D%3D&position=15&pageNum=34&trk=public_jobs_jserp-result_search-card,1 month ago
Social Media Data Analytics and Strategy,Acme Services,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-scientist-jaipur-at-shiva-hr-services-3747926668?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=QYd9DlAjF%2F4DWCbels6wqw%3D%3D&position=16&pageNum=34&trk=public_jobs_jserp-result_search-card,1 month ago
Data Analyst,ARYAN TECHNOLOGY,None,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/sr-data-modeler-at-experian-3734503788?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=8K1eS17%2FBs8qodjYjWm0lw%3D%3D&position=17&pageNum=34&trk=public_jobs_jserp-result_search-card,4 days ago
Data Analyst,ARYAN TECHNOLOGY,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/business-analyst-at-coreinsightsai-3734943914?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=33V339gbqG0jl0Mbvh%2FmbA%3D%3D&position=18&pageNum=34&trk=public_jobs_jserp-result_search-card,1 week ago
Data Governance Analyst,SJ Mobilita,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineering-consultant-at-infosys-consulting-3736852929?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=J6luq%2BYc%2F2Ov8P7n%2BqUDJg%3D%3D&position=19&pageNum=34&trk=public_jobs_jserp-result_search-card,1 month ago
Interesting Job Opportunity: Sail-Analytics - Power BI Developer - SQL/Tableau,Sail Analytics,None,Greater Kolkata Area,https://in.linkedin.com/jobs/view/associate-sr-associate-%E2%80%93-mset-qr-strats-analytics-asia-ny-ied-at-morgan-stanley-3732611816?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=2S5zpO4WwxMhW%2FpBOeHEyQ%3D%3D&position=20&pageNum=34&trk=public_jobs_jserp-result_search-card,1 month ago
Programmer / Data Analyst,Cortex Consultants LLC,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/google-analytics-subcon-at-knack-consulting-services-pvt-ltd-3737138477?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=ang8n5tBuKcnrQHMjVswtg%3D%3D&position=21&pageNum=34&trk=public_jobs_jserp-result_search-card,1 month ago
Data Analytics _ Ritika,CodersBrain,None,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/data-analyst-at-turing-3748604578?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=Q%2Fy5ejnzrhLsYAiRp2fQTg%3D%3D&position=22&pageNum=34&trk=public_jobs_jserp-result_search-card,1 month ago
Power BI Admin,DATAECONOMY,None,"Secunderābād, Telangana, India",https://in.linkedin.com/jobs/view/data-scientist-at-onebanc-3754592738?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=r3wuTogIPTclg5HATfebpQ%3D%3D&position=23&pageNum=34&trk=public_jobs_jserp-result_search-card,2 months ago
IND Data Analyst I,G-Jobs,None,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/technical-business-analyst-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3735028024?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=Y%2FERScslp%2FeYfK7AlGAd%2Bg%3D%3D&position=24&pageNum=34&trk=public_jobs_jserp-result_search-card,3 days ago
Interesting Job Opportunity: BP Wealth - Quantitative Analyst/Quantitative Researcher - IIT/NIT,BP Equities Pvt Ltd,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-hyderabad-at-mnr-solutions-pvt-ltd-3715472839?refId=H52rzaGJsOFvmNeJcO9cLQ%3D%3D&trackingId=YSxRnyjfpUTpav%2BAs1NILQ%3D%3D&position=25&pageNum=34&trk=public_jobs_jserp-result_search-card,4 months ago
Senior / Lead Data Consultant,Gramener,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/lead-analyst-people-analytics-at-lowe-s-companies-inc-3756327151?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=LTCuFSXh%2FHLHxneoZoLTCw%3D%3D&position=1&pageNum=35&trk=public_jobs_jserp-result_search-card,4 weeks ago
Data Engineer,NAB,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-at-onebanc-3754592738?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=RIb8lWiw4QVE22L7oIMhJg%3D%3D&position=2&pageNum=35&trk=public_jobs_jserp-result_search-card,1 week ago
Senior Data Analyst,Poppulo,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/sap-data-analyst-at-cortex-consultants-llc-3708854595?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=7taCycg5z%2BXe1AsgXpsIvA%3D%3D&position=3&pageNum=35&trk=public_jobs_jserp-result_search-card,1 month ago
Data Analyst,Turing,None,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/data-analyst-at-turing-3742072525?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=EvT07vm%2Bwi8RxIiP4vgorw%3D%3D&position=4&pageNum=35&trk=public_jobs_jserp-result_search-card,1 week ago
Senior Analyst - Analytics,Fidelity International,None,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/biostatistician-at-cytel-3756509290?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=6DI%2BKPHdNlJznwrDNP8M9Q%3D%3D&position=5&pageNum=35&trk=public_jobs_jserp-result_search-card,1 week ago
"Data Analyst/ Senior Data Analyst (Bangkok Based, Relocation Support Provided)",Agoda,None,"New Delhi, Delhi, India",https://in.linkedin.com/jobs/view/business-intelligence-lead-at-vysystems-3748866825?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=ltMvEnHL7qcw5KkHpSB3VQ%3D%3D&position=6&pageNum=35&trk=public_jobs_jserp-result_search-card,2 weeks ago
Master Data Analyst,Aurorium,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/sql-tuning%2Bawr-report-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3751743149?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=8naLmjSWCR8g89ljMTGLpg%3D%3D&position=7&pageNum=35&trk=public_jobs_jserp-result_search-card,3 months ago
MIS Executive,Opendoor,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/associate-director-anaplan-analytics-at-qween-network-llp-3675366234?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=Pxhe8gzZUzPK2L18wFvM6Q%3D%3D&position=8&pageNum=35&trk=public_jobs_jserp-result_search-card,2 weeks ago
Chief Operating Officer- India,CreditEnable,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-data-analytics-power-bi-at-taliun-3627626043?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=cpb%2FZeTvGPe7z%2FlXEXaJTw%3D%3D&position=10&pageNum=35&trk=public_jobs_jserp-result_search-card,2 months ago
Collection Analytics,Talent Socio,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/client-reporting-%E2%80%93-data-feeds-operations-analyst-at-jpmorgan-chase-co-3747040074?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=T4z1UvzfsUHa59HQ5z%2Bx7w%3D%3D&position=11&pageNum=35&trk=public_jobs_jserp-result_search-card,3 days ago
Chief Operating Officer- India,CreditEnable,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/senior-data-analyst-his-bangalore-at-3m-3674404119?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=Sa0jmd6JCqQ%2B2oed3V2Uug%3D%3D&position=12&pageNum=35&trk=public_jobs_jserp-result_search-card,1 month ago
R&D Data Admin & Reporting FSQA - Deputy Manager - NRI (Return To India),Global Talent Exchange,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/power-bi-at-fusion-plus-solutions-inc-3732044994?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=TW3F%2Be69vxdg4ox5Grz6%2Bg%3D%3D&position=13&pageNum=35&trk=public_jobs_jserp-result_search-card,4 weeks ago
E-Commerce Data Analyst,Klub,None,"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/data-scientist-haryana-at-shiva-hr-services-3747923846?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=O%2BiiM663mNMCFeco9wMa%2BA%3D%3D&position=14&pageNum=35&trk=public_jobs_jserp-result_search-card,2 months ago
Principal Product Manager - Data,Airtel Digital,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-turing-3742068721?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=di7P78Dlt3W5Wq%2FUOIn3dg%3D%3D&position=15&pageNum=35&trk=public_jobs_jserp-result_search-card,2 weeks ago
Urgently recruit Quantitative Researcher,Graviton Research Capital LLP,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/manager-analytics-ana008934-at-genpact-3713986049?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=AxEwbM75I1A377ARj6lpQw%3D%3D&position=16&pageNum=35&trk=public_jobs_jserp-result_search-card,4 months ago
Market Research Analyst,MiQ,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/product-analyst-at-niyo-solutions-inc-3736875806?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=QUAU6UyufHkcv6xifutzGw%3D%3D&position=17&pageNum=35&trk=public_jobs_jserp-result_search-card,2 weeks ago
Automation&DataAnalyst Senior,Volvo Group,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/business-analyst-software-development-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3687646809?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=IESxy85zdQRGcyQT9gthVg%3D%3D&position=18&pageNum=35&trk=public_jobs_jserp-result_search-card,3 days ago
Consultant-Business Intelligence,Trinity Life Sciences,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-science-analyst-at-citi-3690657457?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=TaJE3GPWQgAW5cMoHAE4QQ%3D%3D&position=19&pageNum=35&trk=public_jobs_jserp-result_search-card,2 days ago
Product Analyst,Highspot,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/r-stata-quantitative-researcher-social-sector-gurgaon-location-at-outline-india-3752495779?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=2K5izp1%2FLAo5BMN1QsEoyQ%3D%3D&position=20&pageNum=35&trk=public_jobs_jserp-result_search-card,None
Data Analyst Volunteer,"Clinton Health Access Initiative, Inc.",None,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/data-analyst-fmcg-at-yo-hr-consultancy-3736288180?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=b8CiEWspT0%2B5daJWXpFnFQ%3D%3D&position=21&pageNum=35&trk=public_jobs_jserp-result_search-card,None
Data Scientist,RapidBrains,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/technology-enablement-sap-bi-bw-sac-analyst-at-kpmg-india-3744816644?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=G%2FIk%2BTkzFALJtKQeetwfNQ%3D%3D&position=22&pageNum=35&trk=public_jobs_jserp-result_search-card,None
Provider Data Operations - Freelancer,Zocdoc,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/business-analyst-software-development-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3735026154?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=BycXNp6lFbbVgOAK0y%2BDvg%3D%3D&position=23&pageNum=35&trk=public_jobs_jserp-result_search-card,None
Business Intelligence Developer,Allucent,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/credit-data-analyst-at-apollo-agriculture-3726205607?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=7Gysa1GH0w0nEd1LHV%2BpIA%3D%3D&position=24&pageNum=35&trk=public_jobs_jserp-result_search-card,None
Business Analyst,Ethos,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/technical-business-analyst-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3687647668?refId=lmg4AadYgt9MnykUmCddTg%3D%3D&trackingId=Z3jUqt8bjIRkG8X%2BCLyJKg%3D%3D&position=25&pageNum=35&trk=public_jobs_jserp-result_search-card,None
Data Scientist-Jaipur,SHIVA HR SERVICES,None,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/oracle-analytics-bi-solution-architect-at-oracle-3672747411?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=Mm43brhehOYE6aFEkpdKbg%3D%3D&position=1&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Sr. Data Modeler,Experian,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/business-analyst-at-coreinsightsai-3740940642?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=sHwrdBt8SMA4lYfnSSKnOg%3D%3D&position=2&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Business Analyst,CoreInsightsAI,None,India,https://in.linkedin.com/jobs/view/blis-insight-analyst-at-blis-3695623350?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=Tnnrk4ptjO6lCaE0F7UaSA%3D%3D&position=4&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Data Engineering Consultant,Infosys Consulting,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/associate-manager-at-pepsico-3741258550?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=wM5WK0waBhaYmx7C3Yz15A%3D%3D&position=5&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Associate/ Sr. Associate – MSET-QR Strats Analytics-Asia-NY- [IED],Morgan Stanley,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/it-business-analysis-work-from-home-job-internship-at-idea-usher-at-idea-usher-3749758442?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=10B8jq24ecM7vhqE5znlAw%3D%3D&position=6&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Google Analytics - SUBCON,Knack Consulting Services Pvt Ltd.,None,"Gautam Buddha Nagar, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-scientist-mysore-at-shiva-hr-services-3747929376?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=H%2BfMjVNS%2BzdK5WYuC08J8w%3D%3D&position=7&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Data Analyst,Turing,None,Greater Hyderabad Area,https://in.linkedin.com/jobs/view/power-bi-developer-data-analytics-at-solutionec-3732036638?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=aOPqJTjcGDhrap01W7uQ%2Bw%3D%3D&position=8&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Data Scientist,OneBanc,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-scientist-goa-at-shiva-hr-services-3747925835?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=GkEDB%2BhKnARWLz7dzLggzw%3D%3D&position=9&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Technical Business Analyst,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/senior-business-analyst-data-business-intelligence-at-caidya-3723913772?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=VOGWVDXXihewY0Ya1PHizg%3D%3D&position=10&pageNum=36&trk=public_jobs_jserp-result_search-card,None
data analyst - Hyderabad,MNR Solutions Pvt. Ltd.,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-analyst-data-engineer-at-pepsico-3748748425?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=z62Sv6otegtTX%2BYol%2FYsSw%3D%3D&position=11&pageNum=36&trk=public_jobs_jserp-result_search-card,None
"Lead Analyst, People Analytics","Lowe's Companies, Inc.",None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/we-need-data-analyst-at-foursis-technical-solutions-3713562066?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=1HkajAD7MXvqwMKmTbh1Sw%3D%3D&position=12&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Data Scientist,OneBanc,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/product-manager-at-accelya-group-3728232244?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=WoVAtAfv9DUkP%2FYjiHf47w%3D%3D&position=13&pageNum=36&trk=public_jobs_jserp-result_search-card,None
SAP Data Analyst,Cortex Consultants LLC,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/hr-people-analytics-reporting-and-insights-manager-at-reckitt-3688332114?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=0GPsBluZiyOgA0Y5TYRTtA%3D%3D&position=14&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Data Analyst,Turing,None,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-turing-3742069767?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=SfC0KKNVBMbv0Z%2FKGrUuXQ%3D%3D&position=15&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Biostatistician,Cytel,None,India,https://in.linkedin.com/jobs/view/tech-data-analyst-at-inspire-brands-hyderabad-support-center-3737251144?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=1pYN2mQHy%2FFstrSYZGdQjw%3D%3D&position=16&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Business Intelligence Lead,VySystems,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/product-manager-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3705975434?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=xxYEYETaYlceraGhbObUXA%3D%3D&position=17&pageNum=36&trk=public_jobs_jserp-result_search-card,None
SQL Tuning+AWR report,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/manager-analytics-at-abbott-3748576903?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=RaFoDM7vRua532riQ26F4A%3D%3D&position=18&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Associate Director - Anaplan Analytics,Qween Network LLP,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-modeler-at-dubai-jobs-gulf-jobs-jobs-in-dubai-qatar-kuwait-boyen-haddin-the-giant-hr-consultant-3732896369?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=7f2xECuBoPwJcdewSTuhGQ%3D%3D&position=19&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Data Analyst and Operations Data,G-Jobs,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-icon-plc-3753016559?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=YChicCuvYLTwkWAgVoZ26w%3D%3D&position=20&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Data Engineer - Data Analytics/Power BI,Taliun,None,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/google-analytics-at-fusion-plus-solutions-inc-3682139842?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=VrSvqEQBKJuydYO%2BELcdRw%3D%3D&position=21&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Client Reporting – Data Feeds - Operations Analyst,JPMorgan Chase & Co.,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-science-manager-at-exxonmobil-3753023201?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=kaVYvzW6ZgZBvNwYnlTYvg%3D%3D&position=22&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Senior Data Analyst - HIS (Bangalore),3M,None,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/marketing-analytics-at-niyo-solutions-inc-3736877365?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=dLBpCAms5Avs7O7MUtQ9ww%3D%3D&position=23&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Power BI,Fusion Plus Solutions Inc,None,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/senior-data-analyst-at-dariohealth-3740022773?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=u55Usm3I3EZUtU3dz53ZhQ%3D%3D&position=24&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Data Scientist-Haryana,SHIVA HR SERVICES,None,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/country-head-india-apac-at-facility-performance-consulting-3746569417?refId=ZL7b%2FvWKVhIDSqjziKjC8w%3D%3D&trackingId=diuLqFn82BJ3tbzI%2FFs4zw%3D%3D&position=25&pageNum=36&trk=public_jobs_jserp-result_search-card,None
Data Analyst,Turing,None,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/senior-data-analyst-at-dariohealth-3740022773?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=pQbPZNOCQOO9D0%2B9YBTJFw%3D%3D&position=1&pageNum=37&trk=public_jobs_jserp-result_search-card,None
"Manager, Analytics-ANA008934",Genpact,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/country-head-india-apac-at-facility-performance-consulting-3746569417?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=0d9iX1nutSSp1Vw%2BCKG78Q%3D%3D&position=2&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Product Analyst,Niyo Solutions Inc.,None,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-science-analytics-instructor-part-time-at-newton-school-3748161890?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=UZz7HXmIOh3SbbqSv8Pozg%3D%3D&position=3&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Business Analyst - Software Development,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/sr-data-scientist-at-lowe-s-companies-inc-3756330036?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=XiMWEwIsC9FFl6aJyDgVqw%3D%3D&position=4&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Data Science Analyst,Citi,None,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-engineer-ii-at-ring-3756599105?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=U7wqrgATw97W0cCwtd4pxQ%3D%3D&position=5&pageNum=37&trk=public_jobs_jserp-result_search-card,None
R/ STATA Quantitative Researcher | Social Sector | Gurgaon Location,Outline India,None,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-research-analyst-web-research-analyst-at-zigsaw-3676350426?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=i6K7Jex%2FeecURQqst4IENg%3D%3D&position=6&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Data Analyst - FMCG,YO HR Consultancy,None,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/smts-frontend-viz-dashboarding-at-thoughtspot-3744801816?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=nDUX2YOFAj4m%2ByQCFhvnfw%3D%3D&position=7&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Technology Enablement SAP-BI/BW-SAC Analyst,KPMG India,None,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/urgently-need-data-scientist-pune-at-deuglo-infosystem-private-limited-3744273932?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=TqWnqGbhEGgFb9uCe7MPNg%3D%3D&position=8&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Business Analyst - Software Development,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/accounting-analytics-at-rayah-impex-3679292072?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=IGItz88r1lUbgho3Tw7qsQ%3D%3D&position=9&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Credit Data Analyst,Apollo Agriculture,None,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/traya-health-business-analyst-at-traya-3700430378?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=PXuO5uUNwJGUux80cokP0A%3D%3D&position=10&pageNum=37&trk=public_jobs_jserp-result_search-card,None
Technical Business Analyst,"Dubai Jobs, Gulf Jobs, Jobs in Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",None,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/business-analyst-product-engineering-at-mtx-group-3702389212?refId=HZtH1Bk%2BtMVJt4kCJCBD0g%3D%3D&trackingId=pzrCf%2B09Ct3EBI98FIuLLg%3D%3D&position=12&pageNum=37&trk=public_jobs_jserp-result_search-card,None
